onset	duration	event_type	stimulus_id	stimulus_name	category_index	image_index	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	1726692.031558	n01726692_31558	44	44	n/a
40	8	1	4591713.005442	n04591713_5442	1125	1125	n/a
48	8	1	4180888.011100	n04180888_11100	913	913	n/a
56	8	1	2439033.011666	n02439033_11666	257	257	n/a
64	8	1	2226429.013460	n02226429_13460	195	195	n/a
72	8	1	2843158.005600	n02843158_5600	388	388	n/a
80	8	1	4373894.031776	n04373894_31776	1004	1004	n/a
88	8	1	2090827.017605	n02090827_17605	180	180	n/a
96	8	1	4477387.006623	n04477387_6623	1085	1085	n/a
104	8	1	7758680.011558	n07758680_11558	1161	1161	n/a
112	8	1	4587559.010400	n04587559_10400	1113	1113	n/a
120	8	1	1944390.019988	n01944390_19988	116	116	n/a
128	8	2	1944390.019988	n01944390_19988	116	116	129.033558
136	8	1	1772222.012347	n01772222_12347	69	69	n/a
144	8	1	2974003.008115	n02974003_8115	422	422	n/a
152	8	1	3790512.035174	n03790512_35174	758	758	n/a
160	8	1	2055803.009018	n02055803_9018	159	159	n/a
168	8	1	4409515.003798	n04409515_3798	1037	1037	n/a
176	8	1	2814860.030610	n02814860_30610	372	372	n/a
184	8	1	4070727.013150	n04070727_13150	849	849	n/a
192	8	1	4284002.013083	n04284002_13083	978	978	n/a
200	8	1	11978233.016933	n11978233_16933	1169	1169	n/a
208	8	1	3924679.011484	n03924679_11484	810	810	n/a
216	8	1	4482393.006359	n04482393_6359	1096	1096	n/a
224	8	1	4412416.010353	n04412416_10353	1049	1049	n/a
232	8	2	4412416.010353	n04412416_10353	1049	1049	233.045242
240	8	1	2236241.005223	n02236241_5223	212	212	n/a
248	8	1	3255030.018182	n03255030_18182	491	491	n/a
256	8	1	3602883.016220	n03602883_16220	654	654	n/a
264	8	1	4320973.021297	n04320973_21297	997	997	n/a
272	8	1	3886762.018101	n03886762_18101	797	797	n/a
280	8	1	2769748.032217	n02769748_32217	332	332	n/a
288	8	1	4113406.019025	n04113406_19025	875	875	n/a
296	8	1	3397947.009823	n03397947_9823	544	544	n/a
304	8	1	3209910.026897	n03209910_26897	484	484	n/a
312	8	2	3209910.026897	n03209910_26897	484	484	313.040542
320	8	1	3918737.016966	n03918737_16966	803	803	n/a
328	8	1	4398044.013032	n04398044_13032	1018	1018	n/a
336	8	1	4044716.013601	n04044716_13601	843	843	n/a
344	8	1	4313503.025193	n04313503_25193	992	992	n/a
352	8	1	4442441.005660	n04442441_5660	1077	1077	n/a
360	8	2	4442441.005660	n04442441_5660	1077	1077	361.172462
368	8	1	4497801.011780	n04497801_11780	1097	1097	n/a
376	8	1	3982430.037727	n03982430_37727	829	829	n/a
384	8	1	2480855.013432	n02480855_13432	282	282	n/a
392	8	2	2480855.013432	n02480855_13432	282	282	393.071212
400	8	1	3445777.005992	n03445777_5992	572	572	n/a
408	8	1	2084071.021054	n02084071_21054	171	171	n/a
416	8	1	3085219.005196	n03085219_5196	468	468	n/a
424	8	1	3425413.022005	n03425413_22005	560	560	n/a
432	8	1	7756951.017047	n07756951_17047	1157	1157	n/a
440	8	1	4123740.008706	n04123740_8706	888	888	n/a
448	8	1	3544143.004767	n03544143_4767	646	646	n/a
456	8	1	4419073.007644	n04419073_7644	1063	1063	n/a
464	8	1	2445715.017475	n02445715_17475	269	269	n/a
472	6	-2	n/a	n/a	n/a	n/a	n/a
