onset	duration	event_type	stimulus_id	stimulus_name	category_index	image_index	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	3609235.010979	n03609235_10979	84	665	n/a
40	8	1	3602883.010003	n03602883_10003	82	649	n/a
48	8	1	4442312.010246	n04442312_10246	134	1065	n/a
56	8	2	4442312.010246	n04442312_10246	134	1065	57.031386
64	8	1	2943871.009326	n02943871_9326	52	416	n/a
72	8	2	2943871.009326	n02943871_9326	52	416	73.077590
80	8	1	3472535.021289	n03472535_21289	74	588	n/a
88	8	1	3394916.041444	n03394916_41444	67	535	n/a
96	8	1	4255586.004487	n04255586_4487	120	956	n/a
104	8	1	4154565.035063	n04154565_35063	113	904	n/a
112	8	1	2374451.015307	n02374451_15307	30	236	n/a
120	8	1	4555897.013510	n04555897_13510	139	1105	n/a
128	8	1	4442441.007198	n04442441_7198	135	1079	n/a
136	8	1	2998003.001995	n02998003_1995	54	425	n/a
144	8	1	2445715.015094	n02445715_15094	34	268	n/a
152	8	1	2882647.023990	n02882647_23990	50	398	n/a
160	8	1	2346627.022283	n02346627_22283	29	229	n/a
168	8	1	3646296.005631	n03646296_5631	88	701	n/a
176	8	1	7734017.012439	n07734017_12439	143	1138	n/a
184	8	1	1787835.011338	n01787835_11338	11	83	n/a
192	8	1	4146614.004965	n04146614_4965	112	893	n/a
200	8	1	1772222.013749	n01772222_13749	9	71	n/a
208	8	1	3397947.010813	n03397947_10813	68	537	n/a
216	8	1	1970164.028566	n01970164_28566	17	134	n/a
224	8	1	3209910.022305	n03209910_22305	61	483	n/a
232	8	1	3544143.001497	n03544143_1497	81	643	n/a
240	8	1	3607659.008199	n03607659_8199	83	663	n/a
248	8	1	4320973.005946	n04320973_5946	125	998	n/a
256	8	1	2131653.006220	n02131653_6220	24	191	n/a
264	8	1	1639765.040261	n01639765_40261	2	12	n/a
272	8	1	4612026.006008	n04612026_6008	142	1133	n/a
280	8	1	3665924.049231	n03665924_49231	90	717	n/a
288	8	1	3612010.010712	n03612010_10712	85	673	n/a
296	8	1	4254680.010097	n04254680_10097	119	945	n/a
304	8	1	3790512.012009	n03790512_12009	95	754	n/a
312	8	2	3790512.012009	n03790512_12009	95	754	313.035235
320	8	1	4168199.010620	n04168199_10620	114	906	n/a
328	8	1	3543603.009964	n03543603_9964	80	640	n/a
336	8	1	3345487.006365	n03345487_6365	65	518	n/a
344	8	1	4412416.017390	n04412416_17390	132	1053	n/a
352	8	1	3721384.028561	n03721384_28561	91	724	n/a
360	8	1	2084071.027182	n02084071_27182	22	173	n/a
368	8	2	2084071.027182	n02084071_27182	22	173	369.030651
376	8	1	2233338.001068	n02233338_1068	26	201	n/a
384	8	1	4070727.016664	n04070727_16664	107	850	n/a
392	8	1	3255030.011168	n03255030_11168	62	489	n/a
400	8	1	13111881.011914	n13111881_11914	150	1194	n/a
408	8	2	13111881.011914	n13111881_11914	150	1194	411.029436
416	8	1	2005790.010287	n02005790_10287	18	137	n/a
424	8	1	4409515.008358	n04409515_8358	130	1040	n/a
432	8	1	3400231.005694	n03400231_5694	69	551	n/a
440	8	1	4180888.005987	n04180888_5987	115	919	n/a
448	8	1	1726692.018809	n01726692_18809	6	41	n/a
456	8	1	4044716.010424	n04044716_10424	106	841	n/a
464	8	1	1877134.011991	n01877134_11991	14	111	n/a
472	6	-2	n/a	n/a	n/a	n/a	n/a
