onset	duration	event_type	stimulus_id	stimulus_name	category_index	image_index	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	3079230.022337	n03079230_22337	452	452	n/a
40	8	1	3425413.021315	n03425413_21315	558	558	n/a
48	8	2	3425413.021315	n03425413_21315	558	558	49.049791
56	8	1	4482393.014854	n04482393_14854	1091	1091	n/a
64	8	2	4482393.014854	n04482393_14854	1091	1091	65.049140
72	8	1	3918737.027172	n03918737_27172	806	806	n/a
80	8	1	4591713.003315	n04591713_3315	1123	1123	n/a
88	8	1	1944390.020670	n01944390_20670	118	118	n/a
96	8	1	1787835.013122	n01787835_13122	86	86	n/a
104	8	1	2800213.014662	n02800213_14662	346	346	n/a
112	8	1	4233124.018339	n04233124_18339	943	943	n/a
120	8	1	3602883.022505	n03602883_22505	655	655	n/a
128	8	1	1645776.009361	n01645776_9361	21	21	n/a
136	8	1	3436182.001660	n03436182_1660	564	564	n/a
144	8	1	4154565.012763	n04154565_12763	898	898	n/a
152	8	1	1664990.016740	n01664990_16740	27	27	n/a
160	8	1	2317335.017604	n02317335_17604	219	219	n/a
168	8	2	2317335.017604	n02317335_17604	219	219	169.055297
176	8	1	3085219.005196	n03085219_5196	468	468	n/a
184	8	2	3085219.005196	n03085219_5196	468	468	185.051496
192	8	1	4044716.008619	n04044716_8619	848	848	n/a
200	8	1	4255586.000449	n04255586_449	957	957	n/a
208	8	1	3400231.018679	n03400231_18679	546	546	n/a
216	8	1	1704323.009172	n01704323_9172	39	39	n/a
224	8	1	13111881.006560	n13111881_6560	1198	1198	n/a
232	8	2	13111881.006560	n13111881_6560	1198	1198	233.048316
240	8	1	4090263.016066	n04090263_16066	867	867	n/a
248	8	1	2508213.016531	n02508213_16531	309	309	n/a
256	8	1	4376876.010149	n04376876_10149	1009	1009	n/a
264	8	1	2432983.023132	n02432983_23132	253	253	n/a
272	8	1	3394916.026448	n03394916_26448	531	531	n/a
280	8	1	3494278.029023	n03494278_29023	603	603	n/a
288	8	1	3038480.000199	n03038480_199	434	434	n/a
296	8	1	4146614.004965	n04146614_4965	893	893	n/a
304	8	1	2068974.017710	n02068974_17710	163	163	n/a
312	8	1	4113406.005900	n04113406_5900	880	880	n/a
320	8	1	2843158.007756	n02843158_7756	390	390	n/a
328	8	1	2439033.004722	n02439033_4722	261	261	n/a
336	8	1	4225987.005124	n04225987_5124	931	931	n/a
344	8	1	2808440.048297	n02808440_48297	367	367	n/a
352	8	1	3345487.004927	n03345487_4927	517	517	n/a
360	8	1	7756951.017047	n07756951_17047	1157	1157	n/a
368	8	1	3982430.006951	n03982430_6951	831	831	n/a
376	8	1	1518878.014075	n01518878_14075	3	3	n/a
384	8	1	3721384.005136	n03721384_5136	727	727	n/a
392	8	1	2236241.008966	n02236241_8966	216	216	n/a
400	8	1	2692877.010393	n02692877_10393	313	313	n/a
408	8	1	11978233.025018	n11978233_25018	1172	1172	n/a
416	8	1	3261776.024181	n03261776_24181	499	499	n/a
424	8	1	3607659.007355	n03607659_7355	662	662	n/a
432	8	1	3760671.008944	n03760671_8944	751	751	n/a
440	8	1	3543603.008721	n03543603_8721	639	639	n/a
448	8	1	2998003.005381	n02998003_5381	429	429	n/a
456	8	1	2766534.018271	n02766534_18271	325	325	n/a
464	8	1	2084071.023836	n02084071_23836	172	172	n/a
472	6	-2	n/a	n/a	n/a	n/a	n/a
